"Full Complaint ID","Complaint Year Number","Month Number","Record Create Date","Complaint Precinct Code","Patrol Borough Name","County","Law Code Category Description","Offense Description","PD Code Description","Bias Motive Description","Offense Category","Arrest Date","Arrest Id"
"202500712478917","2025","9","09/08/2025","7","PATROL BORO MAN SOUTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-HISPANIC","Ethnicity/National Origin/Ancestry",,"M37737716"
"202500712478917","2025","9","09/08/2025","7","PATROL BORO MAN SOUTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-HISPANIC","Ethnicity/National Origin/Ancestry",,"M37737723"
"202503412166417","2025","2","02/07/2025","34","PATROL BORO MAN NORTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"M37679651"
"202504512205917","2025","2","02/26/2025","45","PATROL BORO BRONX","BRONX","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-MUSLIM","Religion/Religious Practice",,"B37683588"
"202504512206017","2025","2","02/26/2025","45","PATROL BORO BRONX","BRONX","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-MUSLIM","Religion/Religious Practice",,"B37683589"
"202506012293417","2025","3","03/26/2025","60","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37692193"
"202506012293417","2025","3","03/26/2025","60","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37732969"
"202507012508217","2025","6","06/15/2025","70","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-LGBT (MIXED GROUP)","Sexual Orientation",,"K37711586"
"202507212362917","2025","5","05/25/2025","72","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37706709"
"202507212362917","2025","5","05/25/2025","72","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37706695"
"202507212362917","2025","5","05/25/2025","72","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37706712"
"202507513864317","2025","10","10/05/2025","75","PATROL BORO BKLYN NORTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-TRANSGENDER","Gender",,"K37739537"
"202511212390717","2025","6","06/18/2025","112","PATROL BORO QUEENS NORTH","QUEENS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-MUSLIM","Religion/Religious Practice",,"Q37701769"
"202511412431417","2025","4","04/04/2025","114","PATROL BORO QUEENS NORTH","QUEENS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-MUSLIM","Religion/Religious Practice",,"Q37694705"
"202500512165017","2025","2","02/23/2025","5","PATROL BORO MAN SOUTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-BLACK","Race/Color",,"M37735048"
"202500712138817","2025","2","02/16/2025","7","PATROL BORO MAN SOUTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-ASIAN","Race/Color",,"M37681208"
"202503212309417","2025","4","04/06/2025","32","PATROL BORO MAN NORTH","NEW YORK","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-ASIAN","Race/Color",,"M37722627"
"202507612182417","2025","4","04/21/2025","76","PATROL BORO BKLYN SOUTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-WHITE","Race/Color",,"K37699156"
"202509412164117","2025","3","03/05/2025","94","PATROL BORO BKLYN NORTH","KINGS","FELONY","FELONY ASSAULT","ASSAULT 2,1,UNCLASSIFIED","ANTI-ASIAN","Race/Color",,"K37690992"
"202504612799417","2025","7","07/10/2025","46","PATROL BORO BRONX","BRONX","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MUSLIM","Religion/Religious Practice",,"B37707642"
"202510712590617","2025","8","08/06/2025","107","PATROL BORO QUEENS SOUTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"Q37710760"
"202510812343117","2025","4","04/26/2025","108","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"Q37727089"
"202511012355917","2025","3","03/26/2025","110","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-HISPANIC","Ethnicity/National Origin/Ancestry",,"Q37689254"
"202511013006017","2025","10","10/02/2025","110","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"Q37726891"
"202511013104717","2025","10","11/01/2025","110","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"Q37726900"
"202511112180617","2025","3","03/30/2025","111","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MUSLIM","Religion/Religious Practice",,"Q37687807"
"202511212267517","2025","4","04/12/2025","112","PATROL BORO QUEENS NORTH","QUEENS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"Q37690157"
"202506012294317","2025","3","03/26/2025","60","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37732976"
"202506012294317","2025","3","03/26/2025","60","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"K37692195"
"202506212316817","2025","4","04/16/2025","62","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"K37697694"
"202506712489317","2025","4","04/14/2025","67","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"K37696736"
"202507212290617","2025","4","04/18/2025","72","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-WHITE","Race/Color",,"K37699160"
"202507212297817","2025","4","04/22/2025","72","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-WHITE","Race/Color",,"K37698751"
"202507212321417","2025","5","05/03/2025","72","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MUSLIM","Religion/Religious Practice",,"K37705391"
"202507812161217","2025","3","03/02/2025","78","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"K37686588"
"202507812354017","2025","6","06/30/2025","78","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-HISPANIC","Ethnicity/National Origin/Ancestry",,"K37714786"
"202507812370617","2025","7","07/11/2025","78","PATROL BORO BKLYN SOUTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-TRANSGENDER","Gender",,"K37717618"
"202507513933317","2025","10","10/17/2025","75","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"K37748573"
"202507712469217","2025","6","06/20/2025","77","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"K37713032"
"202507712471517","2025","6","06/21/2025","77","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"K37712976"
"202508412457217","2025","6","06/12/2025","84","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"K37710876"
"202508812178017","2025","3","03/14/2025","88","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"K37689220"
"202509012116817","2025","1","01/25/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE HOMOSEXUAL (LESBIAN)","Sexual Orientation",,"K37693685"
"202509012116817","2025","1","01/25/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE HOMOSEXUAL (LESBIAN)","Sexual Orientation",,"K37693683"
"202509012144317","2025","2","02/08/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"K37682249"
"202509012775817","2025","11","11/12/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE","Gender",,"K37746386"
"202509012811917","2025","11","11/24/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE","Gender",,"K37749295"
"202509012812017","2025","11","11/25/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE","Gender",,"K37749297"
"202509012812117","2025","11","11/25/2025","90","PATROL BORO BKLYN NORTH","KINGS","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-FEMALE","Gender",,"K37749304"
"202502012491117","2025","10","10/09/2025","20","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-LGBT (MIXED GROUP)","Sexual Orientation",,"M37727848"
"202502312564917","2025","8","08/09/2025","23","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MUSLIM","Religion/Religious Practice",,"M37715997"
"202502812087817","2025","1","01/11/2025","28","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-WHITE","Race/Color",,"M37680054"
"202502812401617","2025","6","06/28/2025","28","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"M37708125"
"202503212680017","2025","8","08/30/2025","32","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-OTHER ETHNICITY","Ethnicity/National Origin/Ancestry",,"M37719863"
"202503412285717","2025","3","03/24/2025","34","PATROL BORO MAN NORTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-TRANSGENDER","Gender",,"M37725474"
"202500112344817","2025","4","04/05/2025","1","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"M37692571"
"202501312094717","2025","1","01/09/2025","13","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-JEWISH","Religion/Religious Practice",,"M37675297"
"202501312770517","2025","8","08/27/2025","13","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"M37719337"
"202501812430917","2025","4","04/12/2025","18","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-HISPANIC","Ethnicity/National Origin/Ancestry",,"M37699078"
"202501812618417","2025","6","06/05/2025","18","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-MALE HOMOSEXUAL (GAY)","Sexual Orientation",,"M37703772"
"202500512674517","2025","10","10/29/2025","5","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"M37731544"
"202500612280817","2025","5","05/01/2025","6","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"M37696715"
"202500712378617","2025","7","07/14/2025","7","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-WHITE","Race/Color",,"M37713820"
"202500912696317","2025","11","11/25/2025","9","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"M37736662"
"202501312324517","2025","3","03/31/2025","13","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"M37708733"
"202501312832117","2025","9","09/14/2025","13","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-WHITE","Race/Color",,"M37722752"
"202501412286017","2025","2","02/10/2025","14","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-BLACK","Race/Color",,"M37679956"
"202501812131317","2025","1","01/16/2025","18","PATROL BORO MAN SOUTH","NEW YORK","MISDEMEANOR","ASSAULT 3 & RELATED OFFENSES","ASSAULT 3","ANTI-ASIAN","Race/Color",,"M37741759"
